id,seniority,domain,years_experience,strong_skills,medium_skills,weak_skills,education,projects_count
res_785,Senior,Data,8,"['Kafka', 'Pandas', 'PyTorch', 'Scikit-learn']","['NumPy', 'Spark', 'TensorFlow']","['Mentoring', 'Problem Solving']",Master,6
res_786,Senior,Backend,10,"['Node.js', 'Rails', 'Django', 'TypeScript']","['Flask', 'ASP.NET', 'Python']","['Communication', 'Leadership']",Master,8
res_787,Principal,Full-Stack,13,"['Express', 'React', 'Node.js', 'Angular']",[],"['Project Management', 'Mentoring']",Bootcamp,5
res_788,Entry,Frontend,2,"['Vue.js', 'Tailwind CSS', 'CSS3', 'Python']","['Next.js', 'Angular', 'React']","['Communication', 'Project Management']",Bootcamp,6
res_789,Senior,Data,9,"['NumPy', 'Pandas', 'PyTorch', 'Scikit-learn']","['TensorFlow', 'Kafka', 'Spark']","['Project Management', 'Mentoring']",Bootcamp,3
res_790,Mid,Backend,3,"['Rails', 'Flask', 'Python', 'ASP.NET']","['FastAPI', 'TypeScript', 'Django']","['Mentoring', 'Problem Solving']",Bachelor,2
res_791,Mid,Full-Stack,6,"['React', 'Angular', 'Express', 'Node.js']",[],"['Communication', 'Problem Solving']",Bachelor,8
res_792,Entry,DevOps,0,"['Kubernetes', 'Jenkins', 'AWS', 'Docker']","['Terraform', 'Azure', 'GitHub Actions']","['Project Management', 'Problem Solving']",Master,2
res_793,Entry,Data,1,"['Kafka', 'NumPy', 'TensorFlow', 'PyTorch']","['Spark', 'Pandas', 'Scikit-learn']","['Mentoring', 'Communication']",Master,4
res_794,Mid,Data,5,"['Scikit-learn', 'PyTorch', 'Pandas', 'NumPy']","['Spark', 'Kafka', 'TensorFlow']","['Leadership', 'Communication']",Master,3
res_795,Senior,DevOps,10,"['AWS', 'GCP', 'GitHub Actions', 'Terraform']","['Kubernetes', 'Azure', 'Jenkins']","['Mentoring', 'Problem Solving']",Bachelor,7
res_796,Mid,Backend,4,"['FastAPI', 'ASP.NET', 'Node.js', 'Rails']","['JavaScript', 'Django', 'Express']","['Problem Solving', 'Project Management']",Bachelor,6
res_797,Senior,Full-Stack,10,"['React', 'Angular', 'Express', 'Node.js']",[],"['Communication', 'Project Management']",Bootcamp,4
res_798,Senior,DevOps,8,"['GCP', 'Jenkins', 'AWS', 'Kubernetes']","['GitHub Actions', 'Azure', 'Terraform']","['Leadership', 'Communication']",Bootcamp,6
res_799,Senior,Backend,8,"['Python', 'Express', 'JavaScript', 'Node.js']","['ASP.NET', 'Flask', 'Rails']","['Mentoring', 'Communication']",Bootcamp,3
res_800,Entry,Backend,1,"['Spring Boot', 'Python', 'FastAPI', 'JavaScript']","['ASP.NET', 'Node.js', 'Flask']","['Project Management', 'Mentoring']",Master,6
res_801,Senior,Full-Stack,9,"['Angular', 'Express', 'React', 'Node.js']",[],"['Mentoring', 'Problem Solving']",Bachelor,3
res_802,Mid,Full-Stack,3,"['Express', 'Node.js', 'Angular', 'React']",[],"['Project Management', 'Mentoring']",Bootcamp,8
res_803,Entry,Frontend,2,"['Vue.js', 'JavaScript', 'Angular', 'HTML5']","['Tailwind CSS', 'React', 'Svelte']","['Project Management', 'Problem Solving']",Bootcamp,6
res_804,Senior,Frontend,8,"['React', 'Python', 'CSS3', 'Tailwind CSS']","['Angular', 'Next.js', 'Svelte']","['Communication', 'Problem Solving']",Master,6
res_805,Entry,Backend,3,"['Flask', 'Django', 'FastAPI', 'JavaScript']","['Python', 'Node.js', 'ASP.NET']","['Leadership', 'Project Management']",Bootcamp,2
res_806,Entry,Frontend,0,"['HTML5', 'Next.js', 'Tailwind CSS', 'React']","['Svelte', 'CSS3', 'Angular']","['Problem Solving', 'Project Management']",Bachelor,2
res_807,Entry,Backend,3,"['Node.js', 'JavaScript', 'ASP.NET', 'Spring Boot']","['Rails', 'TypeScript', 'Flask']","['Project Management', 'Mentoring']",Bachelor,7
res_808,Senior,Data,7,"['TensorFlow', 'NumPy', 'PyTorch', 'Spark']","['Kafka', 'Pandas', 'Scikit-learn']","['Problem Solving', 'Leadership']",Master,6
res_809,Principal,Data,14,"['Kafka', 'Spark', 'PyTorch', 'NumPy']","['Scikit-learn', 'Pandas', 'TensorFlow']","['Communication', 'Project Management']",Bachelor,8
res_810,Mid,Full-Stack,5,"['Node.js', 'Angular', 'React', 'Express']",[],"['Leadership', 'Project Management']",Bachelor,6
res_811,Senior,Full-Stack,7,"['Node.js', 'React', 'Angular', 'Express']",[],"['Communication', 'Leadership']",Bootcamp,3
res_812,Senior,Backend,8,"['Spring Boot', 'Django', 'Express', 'Rails']","['FastAPI', 'Flask', 'JavaScript']","['Communication', 'Project Management']",Bachelor,7
res_813,Mid,Frontend,3,"['Angular', 'JavaScript', 'Tailwind CSS', 'Vue.js']","['Next.js', 'Python', 'React']","['Project Management', 'Mentoring']",Bachelor,8
res_814,Senior,Backend,10,"['Flask', 'ASP.NET', 'Rails', 'Spring Boot']","['Node.js', 'Django', 'FastAPI']","['Mentoring', 'Problem Solving']",Bootcamp,5
res_815,Senior,Data,10,"['TensorFlow', 'Pandas', 'NumPy', 'Spark']","['Scikit-learn', 'Kafka', 'PyTorch']","['Mentoring', 'Problem Solving']",Master,5
res_816,Senior,Full-Stack,10,"['Express', 'React', 'Node.js', 'Angular']",[],"['Communication', 'Mentoring']",Bachelor,4
res_817,Entry,Full-Stack,3,"['Express', 'Angular', 'Node.js', 'React']",[],"['Communication', 'Leadership']",Bachelor,2
res_818,Principal,Data,12,"['Pandas', 'TensorFlow', 'Scikit-learn', 'Kafka']","['Spark', 'NumPy', 'PyTorch']","['Leadership', 'Communication']",Master,2
res_819,Mid,Frontend,4,"['Vue.js', 'HTML5', 'React', 'Next.js']","['Python', 'JavaScript', 'Svelte']","['Project Management', 'Mentoring']",Master,4
res_820,Mid,Backend,6,"['ASP.NET', 'Rails', 'Python', 'TypeScript']","['Spring Boot', 'Express', 'FastAPI']","['Communication', 'Problem Solving']",Master,5
res_821,Entry,Data,1,"['PyTorch', 'Scikit-learn', 'Kafka', 'Pandas']","['Spark', 'NumPy', 'TensorFlow']","['Communication', 'Mentoring']",Bootcamp,8
res_822,Entry,DevOps,2,"['GitHub Actions', 'Kubernetes', 'GCP', 'Jenkins']","['Azure', 'Docker', 'AWS']","['Problem Solving', 'Project Management']",Bachelor,6
res_823,Senior,Backend,9,"['FastAPI', 'TypeScript', 'ASP.NET', 'Spring Boot']","['Python', 'Rails', 'Node.js']","['Problem Solving', 'Mentoring']",Bachelor,5
res_824,Entry,Data,3,"['Pandas', 'Spark', 'PyTorch', 'Scikit-learn']","['NumPy', 'Kafka', 'TensorFlow']","['Communication', 'Project Management']",Bootcamp,7
res_825,Mid,Frontend,5,"['CSS3', 'Tailwind CSS', 'HTML5', 'React']","['JavaScript', 'Vue.js', 'Next.js']","['Leadership', 'Problem Solving']",Bachelor,2
res_826,Mid,Data,6,"['Scikit-learn', 'PyTorch', 'NumPy', 'Pandas']","['TensorFlow', 'Kafka', 'Spark']","['Mentoring', 'Problem Solving']",Bootcamp,5
res_827,Senior,Backend,8,"['JavaScript', 'Flask', 'Node.js', 'Rails']","['Express', 'Spring Boot', 'Django']","['Mentoring', 'Communication']",Bachelor,4
res_828,Principal,Backend,12,"['TypeScript', 'Flask', 'Rails', 'FastAPI']","['Django', 'Spring Boot', 'Node.js']","['Leadership', 'Project Management']",Bootcamp,8
res_829,Principal,DevOps,14,"['GitHub Actions', 'Jenkins', 'AWS', 'GCP']","['Terraform', 'Azure', 'Kubernetes']","['Project Management', 'Problem Solving']",Bachelor,5
res_830,Principal,Data,13,"['Scikit-learn', 'NumPy', 'PyTorch', 'TensorFlow']","['Spark', 'Kafka', 'Pandas']","['Project Management', 'Communication']",Master,6
res_831,Principal,DevOps,11,"['Azure', 'AWS', 'Jenkins', 'Docker']","['Terraform', 'Kubernetes', 'GitHub Actions']","['Mentoring', 'Communication']",Bootcamp,7
res_832,Senior,DevOps,10,"['Docker', 'Kubernetes', 'Terraform', 'Jenkins']","['GitHub Actions', 'AWS', 'Azure']","['Problem Solving', 'Mentoring']",Master,6
res_833,Mid,DevOps,4,"['Docker', 'Terraform', 'Azure', 'AWS']","['GCP', 'Kubernetes', 'Jenkins']","['Communication', 'Project Management']",Master,8
res_834,Mid,Full-Stack,4,"['Express', 'Angular', 'Node.js', 'React']",[],"['Project Management', 'Leadership']",Master,2
res_835,Mid,DevOps,3,"['GitHub Actions', 'Docker', 'GCP', 'AWS']","['Kubernetes', 'Terraform', 'Jenkins']","['Problem Solving', 'Leadership']",Bachelor,3
res_836,Principal,Backend,11,"['Rails', 'ASP.NET', 'Django', 'TypeScript']","['Python', 'Node.js', 'Flask']","['Communication', 'Mentoring']",Bootcamp,6
res_837,Entry,Backend,2,"['TypeScript', 'Node.js', 'Flask', 'Express']","['FastAPI', 'ASP.NET', 'Spring Boot']","['Mentoring', 'Project Management']",Bachelor,4
res_838,Principal,Backend,11,"['ASP.NET', 'Express', 'Flask', 'Rails']","['Python', 'Node.js', 'JavaScript']","['Mentoring', 'Problem Solving']",Master,7
res_839,Entry,Data,0,"['Scikit-learn', 'Kafka', 'NumPy', 'TensorFlow']","['PyTorch', 'Pandas', 'Spark']","['Leadership', 'Mentoring']",Bootcamp,7
res_840,Senior,Full-Stack,10,"['Express', 'React', 'Node.js', 'Angular']",[],"['Project Management', 'Problem Solving']",Master,3
res_841,Senior,Backend,10,"['TypeScript', 'Express', 'Rails', 'ASP.NET']","['Django', 'Node.js', 'Flask']","['Communication', 'Mentoring']",Bachelor,8
res_842,Mid,Data,6,"['Kafka', 'TensorFlow', 'Spark', 'PyTorch']","['Scikit-learn', 'NumPy', 'Pandas']","['Communication', 'Leadership']",Bachelor,4
res_843,Mid,Data,5,"['Pandas', 'Kafka', 'TensorFlow', 'PyTorch']","['Scikit-learn', 'NumPy', 'Spark']","['Mentoring', 'Problem Solving']",Bachelor,7
res_844,Principal,Data,12,"['Spark', 'Scikit-learn', 'PyTorch', 'TensorFlow']","['Pandas', 'Kafka', 'NumPy']","['Problem Solving', 'Mentoring']",Master,2
res_845,Mid,Frontend,3,"['Angular', 'Next.js', 'Python', 'Tailwind CSS']","['CSS3', 'JavaScript', 'Vue.js']","['Leadership', 'Problem Solving']",Bachelor,5
res_846,Senior,Backend,10,"['JavaScript', 'TypeScript', 'Express', 'Django']","['Rails', 'Node.js', 'ASP.NET']","['Problem Solving', 'Project Management']",Master,2
res_847,Principal,Frontend,13,"['React', 'Tailwind CSS', 'Python', 'JavaScript']","['CSS3', 'Next.js', 'Svelte']","['Mentoring', 'Communication']",Bachelor,2
res_848,Principal,Full-Stack,11,"['Express', 'Angular', 'React', 'Node.js']",[],"['Mentoring', 'Communication']",Bootcamp,7
res_849,Principal,Frontend,13,"['Tailwind CSS', 'Svelte', 'Vue.js', 'Angular']","['HTML5', 'Next.js', 'Python']","['Project Management', 'Problem Solving']",Bachelor,7
res_850,Senior,Full-Stack,10,"['Angular', 'React', 'Node.js', 'Express']",[],"['Problem Solving', 'Mentoring']",Master,3
res_851,Principal,Data,11,"['Spark', 'Kafka', 'Scikit-learn', 'PyTorch']","['Pandas', 'NumPy', 'TensorFlow']","['Communication', 'Leadership']",Master,4
res_852,Senior,Frontend,7,"['Vue.js', 'Next.js', 'Angular', 'HTML5']","['Tailwind CSS', 'CSS3', 'React']","['Mentoring', 'Leadership']",Bootcamp,3
res_853,Senior,Full-Stack,10,"['React', 'Angular', 'Node.js', 'Express']",[],"['Communication', 'Project Management']",Bootcamp,6
res_854,Mid,Backend,5,"['ASP.NET', 'Node.js', 'Express', 'Django']","['JavaScript', 'Spring Boot', 'TypeScript']","['Problem Solving', 'Communication']",Bootcamp,4
res_855,Senior,DevOps,10,"['Terraform', 'Kubernetes', 'Docker', 'Jenkins']","['Azure', 'AWS', 'GitHub Actions']","['Mentoring', 'Problem Solving']",Bachelor,4
res_856,Mid,DevOps,4,"['Docker', 'GitHub Actions', 'AWS', 'Azure']","['Kubernetes', 'Jenkins', 'GCP']","['Problem Solving', 'Mentoring']",Master,4
res_857,Principal,Frontend,12,"['HTML5', 'Tailwind CSS', 'Vue.js', 'Next.js']","['Angular', 'CSS3', 'React']","['Project Management', 'Mentoring']",Master,2
res_858,Entry,Frontend,2,"['React', 'JavaScript', 'Vue.js', 'CSS3']","['Tailwind CSS', 'Angular', 'Next.js']","['Leadership', 'Problem Solving']",Master,3
res_859,Senior,Data,9,"['Scikit-learn', 'Pandas', 'Kafka', 'NumPy']","['Spark', 'TensorFlow', 'PyTorch']","['Problem Solving', 'Mentoring']",Bootcamp,5
res_860,Entry,Frontend,1,"['HTML5', 'CSS3', 'Python', 'Svelte']","['Next.js', 'JavaScript', 'Tailwind CSS']","['Mentoring', 'Leadership']",Bachelor,8
res_861,Entry,DevOps,2,"['AWS', 'GitHub Actions', 'Terraform', 'Kubernetes']","['Jenkins', 'GCP', 'Azure']","['Project Management', 'Problem Solving']",Master,6
res_862,Mid,DevOps,5,"['AWS', 'Azure', 'Kubernetes', 'Docker']","['GCP', 'GitHub Actions', 'Terraform']","['Communication', 'Problem Solving']",Bootcamp,2
res_863,Senior,Frontend,9,"['CSS3', 'JavaScript', 'Next.js', 'Tailwind CSS']","['Svelte', 'Python', 'Angular']","['Leadership', 'Communication']",Bachelor,2
res_864,Principal,Full-Stack,13,"['Angular', 'React', 'Express', 'Node.js']",[],"['Leadership', 'Project Management']",Bootcamp,7
res_865,Mid,Full-Stack,4,"['Express', 'React', 'Node.js', 'Angular']",[],"['Problem Solving', 'Project Management']",Master,3
res_866,Senior,Backend,7,"['Express', 'JavaScript', 'FastAPI', 'TypeScript']","['ASP.NET', 'Node.js', 'Python']","['Communication', 'Project Management']",Bootcamp,3
res_867,Mid,DevOps,3,"['Terraform', 'Jenkins', 'AWS', 'Docker']","['GCP', 'GitHub Actions', 'Azure']","['Communication', 'Project Management']",Master,6
res_868,Principal,Data,14,"['Scikit-learn', 'PyTorch', 'NumPy', 'TensorFlow']","['Pandas', 'Kafka', 'Spark']","['Mentoring', 'Problem Solving']",Bootcamp,8
res_869,Entry,Data,1,"['Spark', 'PyTorch', 'NumPy', 'Pandas']","['TensorFlow', 'Kafka', 'Scikit-learn']","['Mentoring', 'Problem Solving']",Master,2
res_870,Mid,Data,4,"['TensorFlow', 'PyTorch', 'Scikit-learn', 'Pandas']","['NumPy', 'Spark', 'Kafka']","['Mentoring', 'Project Management']",Bootcamp,7
res_871,Entry,Full-Stack,2,"['Express', 'Angular', 'Node.js', 'React']",[],"['Communication', 'Problem Solving']",Bachelor,7
res_872,Entry,Frontend,2,"['Angular', 'JavaScript', 'React', 'Python']","['Tailwind CSS', 'HTML5', 'Vue.js']","['Mentoring', 'Problem Solving']",Bootcamp,4
res_873,Mid,Data,5,"['Pandas', 'NumPy', 'Scikit-learn', 'Kafka']","['Spark', 'PyTorch', 'TensorFlow']","['Communication', 'Problem Solving']",Bootcamp,5
res_874,Mid,Frontend,4,"['CSS3', 'Vue.js', 'Angular', 'Python']","['React', 'Tailwind CSS', 'HTML5']","['Mentoring', 'Leadership']",Master,3
res_875,Entry,Data,3,"['Kafka', 'Spark', 'PyTorch', 'TensorFlow']","['NumPy', 'Pandas', 'Scikit-learn']","['Problem Solving', 'Mentoring']",Master,7
res_876,Mid,Frontend,4,"['Next.js', 'Svelte', 'Angular', 'CSS3']","['React', 'JavaScript', 'Python']","['Problem Solving', 'Communication']",Bootcamp,5
res_877,Entry,Frontend,3,"['Vue.js', 'Svelte', 'CSS3', 'React']","['Tailwind CSS', 'Python', 'Angular']","['Mentoring', 'Communication']",Bootcamp,8
res_878,Mid,DevOps,5,"['GCP', 'Jenkins', 'GitHub Actions', 'Terraform']","['Kubernetes', 'Docker', 'Azure']","['Mentoring', 'Project Management']",Bachelor,6
res_879,Mid,Full-Stack,6,"['Express', 'Angular', 'React', 'Node.js']",[],"['Communication', 'Problem Solving']",Bootcamp,3
res_880,Entry,DevOps,2,"['Azure', 'GitHub Actions', 'AWS', 'GCP']","['Kubernetes', 'Jenkins', 'Terraform']","['Communication', 'Problem Solving']",Master,5
res_881,Senior,Data,7,"['PyTorch', 'Scikit-learn', 'Pandas', 'NumPy']","['Spark', 'Kafka', 'TensorFlow']","['Leadership', 'Project Management']",Master,4
res_882,Senior,DevOps,10,"['Jenkins', 'Terraform', 'Docker', 'GitHub Actions']","['GCP', 'AWS', 'Azure']","['Project Management', 'Problem Solving']",Bachelor,8
res_883,Mid,DevOps,6,"['Jenkins', 'Azure', 'Kubernetes', 'Terraform']","['AWS', 'Docker', 'GitHub Actions']","['Communication', 'Project Management']",Bootcamp,7
res_884,Senior,Data,10,"['PyTorch', 'Scikit-learn', 'Spark', 'TensorFlow']","['Pandas', 'NumPy', 'Kafka']","['Project Management', 'Problem Solving']",Bachelor,5
res_885,Entry,Full-Stack,0,"['Angular', 'React', 'Node.js', 'Express']",[],"['Mentoring', 'Problem Solving']",Master,3
res_886,Entry,Frontend,1,"['Next.js', 'HTML5', 'Vue.js', 'Tailwind CSS']","['Svelte', 'React', 'Python']","['Mentoring', 'Leadership']",Bachelor,2
res_887,Mid,Backend,3,"['ASP.NET', 'Python', 'TypeScript', 'Express']","['FastAPI', 'Spring Boot', 'Django']","['Project Management', 'Mentoring']",Bootcamp,2
res_888,Entry,DevOps,0,"['Terraform', 'GCP', 'Docker', 'Kubernetes']","['Jenkins', 'Azure', 'AWS']","['Problem Solving', 'Project Management']",Bootcamp,3
res_889,Entry,Data,0,"['Pandas', 'NumPy', 'TensorFlow', 'Kafka']","['PyTorch', 'Scikit-learn', 'Spark']","['Communication', 'Project Management']",Master,6
res_890,Mid,Frontend,4,"['Svelte', 'Vue.js', 'CSS3', 'Next.js']","['Python', 'Angular', 'React']","['Project Management', 'Problem Solving']",Bachelor,4
res_891,Mid,DevOps,4,"['Kubernetes', 'Jenkins', 'Terraform', 'GCP']","['GitHub Actions', 'Docker', 'Azure']","['Leadership', 'Communication']",Bachelor,3
res_892,Entry,Frontend,0,"['Svelte', 'CSS3', 'Angular', 'JavaScript']","['Python', 'Vue.js', 'Tailwind CSS']","['Leadership', 'Problem Solving']",Bootcamp,7
res_893,Entry,Backend,3,"['Flask', 'Django', 'Python', 'ASP.NET']","['Spring Boot', 'JavaScript', 'FastAPI']","['Communication', 'Leadership']",Bachelor,4
res_894,Entry,Full-Stack,2,"['Express', 'Node.js', 'React', 'Angular']",[],"['Communication', 'Project Management']",Master,7
res_895,Principal,Frontend,11,"['Tailwind CSS', 'HTML5', 'Python', 'Vue.js']","['JavaScript', 'React', 'Next.js']","['Leadership', 'Problem Solving']",Master,2
res_896,Senior,Data,9,"['Pandas', 'PyTorch', 'Spark', 'Kafka']","['NumPy', 'Scikit-learn', 'TensorFlow']","['Communication', 'Mentoring']",Bachelor,5
res_897,Principal,Full-Stack,12,"['Angular', 'Node.js', 'Express', 'React']",[],"['Problem Solving', 'Project Management']",Master,5
res_898,Mid,DevOps,6,"['Jenkins', 'AWS', 'Terraform', 'GCP']","['Azure', 'GitHub Actions', 'Kubernetes']","['Communication', 'Leadership']",Bachelor,8
res_899,Entry,Full-Stack,0,"['Express', 'Angular', 'Node.js', 'React']",[],"['Problem Solving', 'Communication']",Bachelor,8
res_900,Senior,Frontend,8,"['Python', 'Angular', 'HTML5', 'JavaScript']","['CSS3', 'Next.js', 'Vue.js']","['Leadership', 'Problem Solving']",Master,2
res_901,Senior,Full-Stack,9,"['Node.js', 'Express', 'React', 'Angular']",[],"['Problem Solving', 'Mentoring']",Master,3
res_902,Entry,Data,3,"['Kafka', 'Scikit-learn', 'PyTorch', 'Pandas']","['Spark', 'NumPy', 'TensorFlow']","['Leadership', 'Communication']",Bachelor,4
res_903,Senior,Full-Stack,7,"['Express', 'React', 'Node.js', 'Angular']",[],"['Leadership', 'Mentoring']",Bootcamp,7
res_904,Principal,DevOps,12,"['GitHub Actions', 'Jenkins', 'AWS', 'Terraform']","['Kubernetes', 'GCP', 'Docker']","['Leadership', 'Project Management']",Bootcamp,2
res_905,Mid,Backend,5,"['JavaScript', 'FastAPI', 'Rails', 'Spring Boot']","['TypeScript', 'Django', 'Express']","['Problem Solving', 'Leadership']",Bootcamp,7
res_906,Mid,Backend,5,"['Django', 'ASP.NET', 'Flask', 'TypeScript']","['Express', 'JavaScript', 'FastAPI']","['Mentoring', 'Problem Solving']",Bootcamp,3
res_907,Mid,DevOps,3,"['Terraform', 'Kubernetes', 'Jenkins', 'Docker']","['GitHub Actions', 'Azure', 'AWS']","['Communication', 'Mentoring']",Master,4
res_908,Mid,DevOps,5,"['AWS', 'Kubernetes', 'GitHub Actions', 'Terraform']","['Docker', 'Azure', 'GCP']","['Problem Solving', 'Leadership']",Bootcamp,6
res_909,Mid,Full-Stack,4,"['Angular', 'Express', 'Node.js', 'React']",[],"['Project Management', 'Communication']",Bootcamp,7
res_910,Mid,Frontend,5,"['Tailwind CSS', 'React', 'CSS3', 'Vue.js']","['Angular', 'Svelte', 'Next.js']","['Communication', 'Problem Solving']",Bachelor,4
res_911,Senior,Frontend,8,"['React', 'CSS3', 'Vue.js', 'Tailwind CSS']","['HTML5', 'Angular', 'Python']","['Project Management', 'Leadership']",Bootcamp,2
res_912,Principal,DevOps,11,"['Jenkins', 'AWS', 'GitHub Actions', 'Terraform']","['Docker', 'Azure', 'Kubernetes']","['Communication', 'Problem Solving']",Master,5
res_913,Mid,Frontend,5,"['React', 'Next.js', 'HTML5', 'Vue.js']","['Python', 'JavaScript', 'Svelte']","['Problem Solving', 'Project Management']",Bachelor,4
res_914,Senior,Data,10,"['PyTorch', 'Pandas', 'NumPy', 'Spark']","['Kafka', 'TensorFlow', 'Scikit-learn']","['Problem Solving', 'Leadership']",Master,3
res_915,Senior,DevOps,7,"['Jenkins', 'GitHub Actions', 'AWS', 'GCP']","['Kubernetes', 'Azure', 'Docker']","['Leadership', 'Problem Solving']",Bootcamp,6
res_916,Entry,Backend,3,"['Spring Boot', 'Rails', 'ASP.NET', 'Express']","['JavaScript', 'Node.js', 'Flask']","['Mentoring', 'Leadership']",Bachelor,5
res_917,Mid,Backend,5,"['Django', 'Flask', 'Spring Boot', 'JavaScript']","['Rails', 'FastAPI', 'Python']","['Leadership', 'Communication']",Bachelor,8
res_918,Principal,Backend,14,"['Flask', 'ASP.NET', 'FastAPI', 'Rails']","['Express', 'Spring Boot', 'TypeScript']","['Project Management', 'Leadership']",Bootcamp,3
res_919,Principal,Frontend,14,"['Angular', 'Tailwind CSS', 'Python', 'HTML5']","['CSS3', 'Next.js', 'React']","['Communication', 'Mentoring']",Bootcamp,8
res_920,Entry,Data,0,"['TensorFlow', 'PyTorch', 'Kafka', 'Pandas']","['NumPy', 'Scikit-learn', 'Spark']","['Leadership', 'Project Management']",Master,4
res_921,Senior,DevOps,7,"['Kubernetes', 'GitHub Actions', 'Terraform', 'AWS']","['Docker', 'Jenkins', 'GCP']","['Leadership', 'Communication']",Master,6
res_922,Mid,Data,6,"['Scikit-learn', 'TensorFlow', 'Pandas', 'NumPy']","['PyTorch', 'Kafka', 'Spark']","['Problem Solving', 'Project Management']",Bachelor,6
res_923,Entry,Data,1,"['TensorFlow', 'Pandas', 'PyTorch', 'Spark']","['Kafka', 'Scikit-learn', 'NumPy']","['Mentoring', 'Project Management']",Master,7
res_924,Mid,Full-Stack,4,"['Angular', 'Node.js', 'Express', 'React']",[],"['Project Management', 'Mentoring']",Master,4
res_925,Mid,Data,3,"['Spark', 'PyTorch', 'NumPy', 'Scikit-learn']","['Pandas', 'Kafka', 'TensorFlow']","['Problem Solving', 'Mentoring']",Master,8
res_926,Entry,Data,3,"['TensorFlow', 'NumPy', 'Kafka', 'PyTorch']","['Scikit-learn', 'Pandas', 'Spark']","['Leadership', 'Project Management']",Bachelor,6
res_927,Entry,Data,1,"['Kafka', 'PyTorch', 'TensorFlow', 'Pandas']","['Spark', 'Scikit-learn', 'NumPy']","['Problem Solving', 'Project Management']",Bachelor,8
res_928,Principal,DevOps,12,"['Kubernetes', 'GitHub Actions', 'Jenkins', 'AWS']","['Docker', 'GCP', 'Terraform']","['Problem Solving', 'Mentoring']",Master,5
res_929,Mid,Frontend,6,"['CSS3', 'Tailwind CSS', 'Angular', 'Python']","['Svelte', 'Next.js', 'JavaScript']","['Project Management', 'Mentoring']",Bootcamp,8
res_930,Principal,Backend,13,"['Node.js', 'Django', 'ASP.NET', 'JavaScript']","['Express', 'TypeScript', 'Spring Boot']","['Problem Solving', 'Project Management']",Master,3
res_931,Mid,Frontend,5,"['Vue.js', 'JavaScript', 'Angular', 'React']","['Next.js', 'Svelte', 'CSS3']","['Communication', 'Problem Solving']",Bachelor,2
res_932,Mid,DevOps,6,"['Terraform', 'AWS', 'GCP', 'Docker']","['Jenkins', 'Kubernetes', 'Azure']","['Project Management', 'Leadership']",Bachelor,2
res_933,Senior,Backend,8,"['Node.js', 'Python', 'Express', 'JavaScript']","['Spring Boot', 'FastAPI', 'Flask']","['Leadership', 'Mentoring']",Bachelor,3
res_934,Principal,Frontend,14,"['Next.js', 'Svelte', 'Python', 'JavaScript']","['React', 'CSS3', 'Tailwind CSS']","['Problem Solving', 'Leadership']",Master,3
res_935,Senior,Backend,10,"['Express', 'Rails', 'Node.js', 'Spring Boot']","['Django', 'Python', 'JavaScript']","['Project Management', 'Leadership']",Bootcamp,3
res_936,Principal,Frontend,11,"['Angular', 'Tailwind CSS', 'Python', 'JavaScript']","['CSS3', 'React', 'HTML5']","['Leadership', 'Mentoring']",Bachelor,6
res_937,Senior,Frontend,7,"['Python', 'JavaScript', 'CSS3', 'Svelte']","['Next.js', 'HTML5', 'Angular']","['Problem Solving', 'Mentoring']",Bootcamp,3
res_938,Principal,DevOps,14,"['Azure', 'GCP', 'Terraform', 'AWS']","['Docker', 'Kubernetes', 'GitHub Actions']","['Communication', 'Mentoring']",Master,5
res_939,Mid,Data,6,"['PyTorch', 'NumPy', 'TensorFlow', 'Kafka']","['Pandas', 'Spark', 'Scikit-learn']","['Mentoring', 'Communication']",Bachelor,6
res_940,Mid,Frontend,6,"['Next.js', 'Angular', 'HTML5', 'Vue.js']","['React', 'Python', 'JavaScript']","['Project Management', 'Problem Solving']",Master,5
res_941,Mid,Backend,3,"['Spring Boot', 'JavaScript', 'TypeScript', 'Node.js']","['Python', 'Rails', 'FastAPI']","['Project Management', 'Communication']",Bachelor,3
res_942,Mid,DevOps,4,"['Terraform', 'Docker', 'Kubernetes', 'GCP']","['AWS', 'Jenkins', 'Azure']","['Communication', 'Mentoring']",Bootcamp,4
res_943,Senior,Frontend,7,"['Next.js', 'Tailwind CSS', 'React', 'JavaScript']","['CSS3', 'Svelte', 'Vue.js']","['Leadership', 'Communication']",Bachelor,2
res_944,Mid,Frontend,3,"['CSS3', 'HTML5', 'JavaScript', 'React']","['Angular', 'Svelte', 'Python']","['Problem Solving', 'Leadership']",Bachelor,5
res_945,Senior,Full-Stack,7,"['Node.js', 'Express', 'Angular', 'React']",[],"['Leadership', 'Project Management']",Bootcamp,6
res_946,Entry,DevOps,3,"['Jenkins', 'GitHub Actions', 'Terraform', 'AWS']","['Kubernetes', 'GCP', 'Docker']","['Problem Solving', 'Leadership']",Master,5
res_947,Entry,Frontend,1,"['Tailwind CSS', 'React', 'Python', 'JavaScript']","['Svelte', 'Angular', 'Vue.js']","['Leadership', 'Communication']",Bootcamp,7
res_948,Senior,Full-Stack,10,"['Angular', 'Node.js', 'Express', 'React']",[],"['Problem Solving', 'Project Management']",Bootcamp,4
res_949,Principal,Frontend,11,"['HTML5', 'Python', 'JavaScript', 'Next.js']","['Vue.js', 'Tailwind CSS', 'Svelte']","['Mentoring', 'Problem Solving']",Bootcamp,3
