job_id,job_title,domain,employment_type,seniority,experience_required,company_type,location,job_description,skills
da97711e-710d-4ed7-b799-e0d3dd65bb03,Full Stack Engineer,Full Stack,Full-time,Mid-Level,1-3 years,cloud infrastructure company,"Seattle, WA","We are a cloud infrastructure company seeking a Full Stack Engineer (Mid-Level) to join our team. You will design APIs
and integrate frontend with backend services, implement authentication and authorization flows, and deploy and monitor
production systems. This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","SQL, Flask, Node.js, Authentication, React"
7ea2f41d-90f1-449c-9281-7a39d62981f5,Distributed Systems Engineer,Backend,Internship,Intern,0 years,AI-first startup,"Boston, MA","We are a AI-first startup seeking a Distributed Systems Engineer (Intern) to join our team. You will develop and
maintain APIs used by millions of users, optimize database queries and system performance, and design and build scalable
backend services. This role is based in Boston, MA and offers opportunities to work on real-world systems at scale.","Redis, gRPC, NoSQL, SQL, REST"
4a88c258-95c6-465d-8950-4acfc1546a66,Software Engineer – Full Stack,Full Stack,Full-time,Junior,3-5 years,healthtech company,"Austin, TX","We are a healthtech company seeking a Software Engineer – Full Stack (Junior) to join our team. You will implement
authentication and authorization flows, own features end-to-end from UI to database, and design APIs and integrate
frontend with backend services. This role is based in Austin, TX and offers opportunities to work on real-world systems
at scale.","Authentication, Django, Flask, SQL, React, APIs, Node.js"
39f9066b-75ab-4ad9-a445-6516f6bbf876,Site Reliability Engineer,DevOps,Full-time,Mid-Level,3-5 years,cloud infrastructure company,Remote,"We are a cloud infrastructure company seeking a Site Reliability Engineer (Mid-Level) to join our team. You will respond
to incidents and perform root-cause analysis, build and maintain CI/CD pipelines, and improve system reliability and
observability. This role is based in Remote and offers opportunities to work on real-world systems at scale.","Docker, Kubernetes, CI/CD, AWS, Monitoring"
8c59bc9a-6df7-4a7e-88a1-b07e7b7b53ca,Site Reliability Engineer,DevOps,Internship,Intern,0 years,FAANG-scale tech company,"Austin, TX","We are a FAANG-scale tech company seeking a Site Reliability Engineer (Intern) to join our team. You will respond to
incidents and perform root-cause analysis, build and maintain CI/CD pipelines, and manage cloud infrastructure and
deployments. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","Terraform, AWS, CI/CD, Docker"
d3a79303-4ae5-4a8d-8a7c-400fd34734e3,Frontend Engineer,Frontend,Internship,Intern,0 years,FAANG-scale tech company,Hybrid,"We are a FAANG-scale tech company seeking a Frontend Engineer (Intern) to join our team. You will translate design
mockups into production-ready code, optimize frontend performance and bundle sizes, and collaborate closely with
designers and product managers. This role is based in Hybrid and offers opportunities to work on real-world systems at
scale.","React, TypeScript, JavaScript, Web Performance, Next.js, HTML"
1b881784-7ef5-4b00-b9bf-fbeb4f04fa45,Data Analyst,Data,Full-time,New Grad,1-3 years,fast-growing startup,Hybrid,"We are a fast-growing startup seeking a Data Analyst (New Grad) to join our team. You will define metrics and KPIs to
guide business decisions, analyze large datasets to extract actionable insights, and build dashboards and reports for
stakeholders. This role is based in Hybrid and offers opportunities to work on real-world systems at scale.","Power BI, A/B Testing, Tableau, SQL"
c1b6dfee-78c2-4a07-b1d9-9ad83313ac15,Backend Engineer,Backend,Full-time,Junior,3-5 years,cloud infrastructure company,"Seattle, WA","We are a cloud infrastructure company seeking a Backend Engineer (Junior) to join our team. You will develop and
maintain APIs used by millions of users, optimize database queries and system performance, and design and build scalable
backend services. This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","Java, Kafka, NoSQL, REST, gRPC, Python, Go"
2340b90d-8b08-4eed-8c00-ea9a4f6fc9fb,Software Engineer – Full Stack,Full Stack,Full-time,Mid-Level,1-3 years,fast-growing startup,"Seattle, WA","We are a fast-growing startup seeking a Software Engineer – Full Stack (Mid-Level) to join our team. You will deploy and
monitor production systems, own features end-to-end from UI to database, and design APIs and integrate frontend with
backend services. This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","Node.js, APIs, React, Django, SQL, Flask, Authentication"
071ce9b0-f1cd-41bf-985a-847200f507fe,Software Engineer – Full Stack,Full Stack,Full-time,Junior,0-1 years,enterprise SaaS company,"San Francisco, CA","We are a enterprise SaaS company seeking a Software Engineer – Full Stack (Junior) to join our team. You will own
features end-to-end from UI to database, design APIs and integrate frontend with backend services, and implement
authentication and authorization flows. This role is based in San Francisco, CA and offers opportunities to work on
real-world systems at scale.","Authentication, SQL, Django, Node.js"
2e742e26-ce1b-493b-9daa-76f2693263e2,Platform Engineer,DevOps,Full-time,Mid-Level,1-3 years,AI-first startup,"Austin, TX","We are a AI-first startup seeking a Platform Engineer (Mid-Level) to join our team. You will improve system reliability
and observability, build and maintain CI/CD pipelines, and respond to incidents and perform root-cause analysis. This
role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","Kubernetes, Monitoring, Docker, CI/CD, AWS, Terraform"
4dde6aaf-5a93-482e-a416-df263d5f543b,DevOps Engineer,DevOps,Full-time,Junior,1-3 years,healthtech company,"Austin, TX","We are a healthtech company seeking a DevOps Engineer (Junior) to join our team. You will improve system reliability and
observability, build and maintain CI/CD pipelines, and manage cloud infrastructure and deployments. This role is based
in Austin, TX and offers opportunities to work on real-world systems at scale.","Terraform, CI/CD, Docker, AWS, Monitoring, Kubernetes"
86631874-75bc-479a-a29c-18f6f6692f40,Full Stack Engineer,Full Stack,Internship,Intern,0 years,fintech company,"Austin, TX","We are a fintech company seeking a Full Stack Engineer (Intern) to join our team. You will implement authentication and
authorization flows, own features end-to-end from UI to database, and design APIs and integrate frontend with backend
services. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","Flask, Django, Node.js, Authentication, APIs, SQL, React"
4ac2cdae-1e62-4714-9fb3-653c40d4f2cc,Distributed Systems Engineer,Backend,Full-time,Mid-Level,1-3 years,enterprise SaaS company,Remote,"We are a enterprise SaaS company seeking a Distributed Systems Engineer (Mid-Level) to join our team. You will
collaborate with frontend and infrastructure teams, design and build scalable backend services, and develop and maintain
APIs used by millions of users. This role is based in Remote and offers opportunities to work on real-world systems at
scale.","SQL, gRPC, Go, REST"
640b7841-876a-4402-a323-b400e1db4e2d,Software Engineer – Full Stack,Full Stack,Full-time,Mid-Level,1-3 years,healthtech company,"Austin, TX","We are a healthtech company seeking a Software Engineer – Full Stack (Mid-Level) to join our team. You will own features
end-to-end from UI to database, deploy and monitor production systems, and design APIs and integrate frontend with
backend services. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","APIs, React, Authentication, Flask, Node.js, SQL"
1ad94ecf-30c3-48d6-90c9-a731b8ed601a,Backend Software Engineer,Backend,Full-time,New Grad,3-5 years,enterprise SaaS company,"New York, NY","We are a enterprise SaaS company seeking a Backend Software Engineer (New Grad) to join our team. You will design and
build scalable backend services, optimize database queries and system performance, and collaborate with frontend and
infrastructure teams. This role is based in New York, NY and offers opportunities to work on real-world systems at
scale.","Python, Go, SQL, REST, Redis, gRPC, Java"
e06a8743-5ba0-402a-9b46-729cf5a24332,AI Engineer,ML,Internship,Intern,0 years,enterprise SaaS company,"Boston, MA","We are a enterprise SaaS company seeking a AI Engineer (Intern) to join our team. You will collaborate with data
engineers on data pipelines, evaluate model performance and iterate rapidly, and experiment with new algorithms and
model architectures. This role is based in Boston, MA and offers opportunities to work on real-world systems at scale.","PyTorch, Python, Feature Engineering, TensorFlow, ML Algorithms"
6da207b6-4292-4132-9421-86027e2d0706,Machine Learning Engineer,ML,Internship,Intern,0 years,cloud infrastructure company,"New York, NY","We are a cloud infrastructure company seeking a Machine Learning Engineer (Intern) to join our team. You will train and
deploy machine learning models to production, collaborate with data engineers on data pipelines, and evaluate model
performance and iterate rapidly. This role is based in New York, NY and offers opportunities to work on real-world
systems at scale.","ML Algorithms, PyTorch, TensorFlow, Model Evaluation, Feature Engineering, Python"
b6ebdf84-2042-442b-a129-b1b1d62a5b84,Data Analyst,Data,Internship,Intern,0 years,FAANG-scale tech company,Hybrid,"We are a FAANG-scale tech company seeking a Data Analyst (Intern) to join our team. You will build dashboards and
reports for stakeholders, define metrics and KPIs to guide business decisions, and analyze large datasets to extract
actionable insights. This role is based in Hybrid and offers opportunities to work on real-world systems at scale.","Statistics, A/B Testing, SQL, Power BI, Python, Tableau"
55c501bd-9188-4401-9518-54dafd07e414,Site Reliability Engineer,DevOps,Full-time,New Grad,0-1 years,cloud infrastructure company,"San Francisco, CA","We are a cloud infrastructure company seeking a Site Reliability Engineer (New Grad) to join our team. You will improve
system reliability and observability, manage cloud infrastructure and deployments, and build and maintain CI/CD
pipelines. This role is based in San Francisco, CA and offers opportunities to work on real-world systems at scale.","Terraform, Docker, CI/CD, Monitoring"
f8d48c3f-b3ea-4449-9fd7-4dfd51c44b13,Machine Learning Engineer,ML,Full-time,Junior,1-3 years,AI-first startup,"Boston, MA","We are a AI-first startup seeking a Machine Learning Engineer (Junior) to join our team. You will experiment with new
algorithms and model architectures, collaborate with data engineers on data pipelines, and train and deploy machine
learning models to production. This role is based in Boston, MA and offers opportunities to work on real-world systems
at scale.","Feature Engineering, ML Algorithms, Model Evaluation, TensorFlow, Python"
b32dc3ec-26d6-4dfd-934b-715d4a645cdb,Business Intelligence Engineer,Data,Internship,Intern,0 years,fast-growing startup,Hybrid,"We are a fast-growing startup seeking a Business Intelligence Engineer (Intern) to join our team. You will analyze large
datasets to extract actionable insights, define metrics and KPIs to guide business decisions, and work with engineering
teams to improve data quality. This role is based in Hybrid and offers opportunities to work on real-world systems at
scale.","A/B Testing, Power BI, Python, SQL, Tableau, Statistics"
45297b9b-5b40-4a29-930e-c56e08199274,Full Stack Engineer,Full Stack,Full-time,Junior,3-5 years,fast-growing startup,"New York, NY","We are a fast-growing startup seeking a Full Stack Engineer (Junior) to join our team. You will design APIs and
integrate frontend with backend services, implement authentication and authorization flows, and deploy and monitor
production systems. This role is based in New York, NY and offers opportunities to work on real-world systems at scale.","Authentication, React, Django, Node.js, SQL, Flask"
772a6345-9eaf-4a5d-af48-001b57e8e832,Applied Scientist,ML,Full-time,Mid-Level,3-5 years,fast-growing startup,"Seattle, WA","We are a fast-growing startup seeking a Applied Scientist (Mid-Level) to join our team. You will train and deploy
machine learning models to production, collaborate with data engineers on data pipelines, and experiment with new
algorithms and model architectures. This role is based in Seattle, WA and offers opportunities to work on real-world
systems at scale.","PyTorch, Model Evaluation, TensorFlow, ML Algorithms, Python, Feature Engineering"
c36ff071-aebd-43ef-8889-fd1d7c4c3aad,Embedded Software Engineer,Embedded,Internship,Intern,0 years,healthtech company,"Boston, MA","We are a healthtech company seeking a Embedded Software Engineer (Intern) to join our team. You will debug low-level
issues using logic analyzers and debuggers, interface directly with hardware components, and develop firmware for
embedded devices. This role is based in Boston, MA and offers opportunities to work on real-world systems at scale.","Microcontrollers, I2C, SPI, RTOS"
e8dd11f8-dade-4534-a07a-b9cd29abce75,Platform Engineer,DevOps,Internship,Intern,0 years,enterprise SaaS company,"Austin, TX","We are a enterprise SaaS company seeking a Platform Engineer (Intern) to join our team. You will respond to incidents
and perform root-cause analysis, manage cloud infrastructure and deployments, and improve system reliability and
observability. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","Monitoring, Docker, Kubernetes, Terraform"
a21dc8e7-4843-40c0-86bc-e58bb22f279d,UI Engineer,Frontend,Full-time,Junior,3-5 years,enterprise SaaS company,"Boston, MA","We are a enterprise SaaS company seeking a UI Engineer (Junior) to join our team. You will translate design mockups into
production-ready code, collaborate closely with designers and product managers, and build responsive and accessible user
interfaces. This role is based in Boston, MA and offers opportunities to work on real-world systems at scale.","Accessibility, TypeScript, React, HTML, JavaScript, Web Performance"
4d716052-efad-4ea2-81dd-1f5f7aa5e4fa,Software Engineer – Full Stack,Full Stack,Full-time,New Grad,0-1 years,FAANG-scale tech company,"New York, NY","We are a FAANG-scale tech company seeking a Software Engineer – Full Stack (New Grad) to join our team. You will design
APIs and integrate frontend with backend services, own features end-to-end from UI to database, and deploy and monitor
production systems. This role is based in New York, NY and offers opportunities to work on real-world systems at scale.","Authentication, SQL, Flask, Node.js, React, APIs, Django"
57ad0bef-0c20-4a55-9993-22cab5beaac4,AI Engineer,ML,Internship,Intern,0 years,enterprise SaaS company,"Austin, TX","We are a enterprise SaaS company seeking a AI Engineer (Intern) to join our team. You will experiment with new
algorithms and model architectures, evaluate model performance and iterate rapidly, and collaborate with data engineers
on data pipelines. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","Python, ML Algorithms, Feature Engineering, Model Evaluation"
e1096b20-0cf1-4cbb-ab66-30d8640e6933,Backend Engineer,Backend,Internship,Intern,0 years,fintech company,"Seattle, WA","We are a fintech company seeking a Backend Engineer (Intern) to join our team. You will optimize database queries and
system performance, develop and maintain APIs used by millions of users, and collaborate with frontend and
infrastructure teams. This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","gRPC, Python, NoSQL, Redis, REST, Java, Kafka"
45387485-cd8c-4974-9800-efb296c92fcf,Distributed Systems Engineer,Backend,Full-time,Mid-Level,3-5 years,fast-growing startup,"New York, NY","We are a fast-growing startup seeking a Distributed Systems Engineer (Mid-Level) to join our team. You will design and
build scalable backend services, collaborate with frontend and infrastructure teams, and optimize database queries and
system performance. This role is based in New York, NY and offers opportunities to work on real-world systems at scale.","Java, NoSQL, gRPC, REST, Redis, Go"
cdd3c3d5-bb17-47f8-b5de-e212a84174d1,Business Intelligence Engineer,Data,Internship,Intern,0 years,healthtech company,"New York, NY","We are a healthtech company seeking a Business Intelligence Engineer (Intern) to join our team. You will analyze large
datasets to extract actionable insights, work with engineering teams to improve data quality, and define metrics and
KPIs to guide business decisions. This role is based in New York, NY and offers opportunities to work on real-world
systems at scale.","Python, Power BI, Tableau, Statistics"
4c96db44-7f07-468e-acaf-d687309cbe44,Web Engineer,Frontend,Internship,Intern,0 years,cloud infrastructure company,"Austin, TX","We are a cloud infrastructure company seeking a Web Engineer (Intern) to join our team. You will translate design
mockups into production-ready code, collaborate closely with designers and product managers, and optimize frontend
performance and bundle sizes. This role is based in Austin, TX and offers opportunities to work on real-world systems at
scale.","React, HTML, Accessibility, TypeScript, Web Performance, Next.js, CSS"
7cb00f0c-d1e7-4265-b068-c3c8487e5356,AI Engineer,ML,Internship,Intern,0 years,AI-first startup,"Seattle, WA","We are a AI-first startup seeking a AI Engineer (Intern) to join our team. You will collaborate with data engineers on
data pipelines, evaluate model performance and iterate rapidly, and experiment with new algorithms and model
architectures. This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","ML Algorithms, Python, TensorFlow, PyTorch, Feature Engineering"
dfd26bf1-b131-4fe9-a76b-a043bcbb073d,Platform Engineer,DevOps,Full-time,Mid-Level,1-3 years,enterprise SaaS company,"Boston, MA","We are a enterprise SaaS company seeking a Platform Engineer (Mid-Level) to join our team. You will respond to incidents
and perform root-cause analysis, build and maintain CI/CD pipelines, and improve system reliability and observability.
This role is based in Boston, MA and offers opportunities to work on real-world systems at scale.","AWS, Kubernetes, Docker, CI/CD, Monitoring, Terraform"
eda0e275-8985-43b6-82a7-ac3d500cca51,Backend Engineer,Backend,Full-time,New Grad,1-3 years,enterprise SaaS company,"Austin, TX","We are a enterprise SaaS company seeking a Backend Engineer (New Grad) to join our team. You will collaborate with
frontend and infrastructure teams, optimize database queries and system performance, and design and build scalable
backend services. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","NoSQL, REST, Redis, gRPC, SQL"
e4fb209a-af90-4f20-b7d3-2a2f51bb8e4f,Embedded Software Engineer,Embedded,Full-time,Mid-Level,1-3 years,AI-first startup,"Austin, TX","We are a AI-first startup seeking a Embedded Software Engineer (Mid-Level) to join our team. You will optimize code for
memory and performance constraints, develop firmware for embedded devices, and debug low-level issues using logic
analyzers and debuggers. This role is based in Austin, TX and offers opportunities to work on real-world systems at
scale.","RTOS, C++, Microcontrollers, UART, SPI, I2C, C"
c5af51b3-3683-4460-a50c-6938cbc040ee,Software Engineer – Full Stack,Full Stack,Full-time,Junior,1-3 years,AI-first startup,"San Francisco, CA","We are a AI-first startup seeking a Software Engineer – Full Stack (Junior) to join our team. You will deploy and
monitor production systems, design APIs and integrate frontend with backend services, and own features end-to-end from
UI to database. This role is based in San Francisco, CA and offers opportunities to work on real-world systems at scale.","Django, Flask, Authentication, SQL, Node.js, React, APIs"
4bb5a8a7-96b0-422d-9b57-a9cc414cfdae,Full Stack Engineer,Full Stack,Internship,Intern,0 years,AI-first startup,Remote,"We are a AI-first startup seeking a Full Stack Engineer (Intern) to join our team. You will implement authentication and
authorization flows, deploy and monitor production systems, and design APIs and integrate frontend with backend
services. This role is based in Remote and offers opportunities to work on real-world systems at scale.","Flask, APIs, Django, Authentication, React, SQL"
0ba2bf9a-7181-43fb-a963-6a33586580c1,Frontend Engineer,Frontend,Full-time,New Grad,0-1 years,AI-first startup,"Seattle, WA","We are a AI-first startup seeking a Frontend Engineer (New Grad) to join our team. You will collaborate closely with
designers and product managers, build responsive and accessible user interfaces, and optimize frontend performance and
bundle sizes. This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","Next.js, JavaScript, Accessibility, Web Performance, React"
a3d90f0c-a460-46e0-bf5c-089bcd161092,Backend Software Engineer,Backend,Internship,Intern,0 years,AI-first startup,"Austin, TX","We are a AI-first startup seeking a Backend Software Engineer (Intern) to join our team. You will develop and maintain
APIs used by millions of users, optimize database queries and system performance, and design and build scalable backend
services. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","REST, gRPC, Go, NoSQL, Python, Redis, SQL"
6b07c0e2-f07d-445c-b13f-d726e1eec601,UI Engineer,Frontend,Full-time,New Grad,1-3 years,cloud infrastructure company,"Austin, TX","We are a cloud infrastructure company seeking a UI Engineer (New Grad) to join our team. You will optimize frontend
performance and bundle sizes, translate design mockups into production-ready code, and collaborate closely with
designers and product managers. This role is based in Austin, TX and offers opportunities to work on real-world systems
at scale.","HTML, JavaScript, Accessibility, React, CSS"
3d51bad4-f0dc-413a-bfda-c98aafa4d502,Firmware Engineer,Embedded,Full-time,Mid-Level,1-3 years,enterprise SaaS company,"San Francisco, CA","We are a enterprise SaaS company seeking a Firmware Engineer (Mid-Level) to join our team. You will interface directly
with hardware components, develop firmware for embedded devices, and optimize code for memory and performance
constraints. This role is based in San Francisco, CA and offers opportunities to work on real-world systems at scale.","RTOS, C++, Microcontrollers, UART"
d31ae53e-7f5c-4090-858b-c905975c9604,Site Reliability Engineer,DevOps,Full-time,New Grad,3-5 years,cloud infrastructure company,"Boston, MA","We are a cloud infrastructure company seeking a Site Reliability Engineer (New Grad) to join our team. You will build
and maintain CI/CD pipelines, respond to incidents and perform root-cause analysis, and improve system reliability and
observability. This role is based in Boston, MA and offers opportunities to work on real-world systems at scale.","Terraform, AWS, CI/CD, Docker, Kubernetes"
3cbd9f03-59ae-49c5-84a3-0c00dab7cf3c,Business Intelligence Engineer,Data,Full-time,New Grad,1-3 years,fintech company,"San Francisco, CA","We are a fintech company seeking a Business Intelligence Engineer (New Grad) to join our team. You will define metrics
and KPIs to guide business decisions, work with engineering teams to improve data quality, and build dashboards and
reports for stakeholders. This role is based in San Francisco, CA and offers opportunities to work on real-world systems
at scale.","Statistics, A/B Testing, Power BI, Tableau, SQL"
2315e577-204e-46d5-b6fd-9599cffe0faa,Embedded Software Engineer,Embedded,Full-time,Mid-Level,0-1 years,fintech company,"New York, NY","We are a fintech company seeking a Embedded Software Engineer (Mid-Level) to join our team. You will develop firmware
for embedded devices, debug low-level issues using logic analyzers and debuggers, and interface directly with hardware
components. This role is based in New York, NY and offers opportunities to work on real-world systems at scale.","Microcontrollers, I2C, SPI, RTOS, UART"
fa8db2fa-9ab5-4f81-8bb6-a54be390e19f,Full Stack Engineer,Full Stack,Full-time,New Grad,1-3 years,fast-growing startup,"Austin, TX","We are a fast-growing startup seeking a Full Stack Engineer (New Grad) to join our team. You will design APIs and
integrate frontend with backend services, implement authentication and authorization flows, and own features end-to-end
from UI to database. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","Flask, APIs, SQL, Authentication, Django, React"
3b7d40f3-30ff-4471-8088-61c08ce0026b,AI Engineer,ML,Internship,Intern,0 years,FAANG-scale tech company,"Seattle, WA","We are a FAANG-scale tech company seeking a AI Engineer (Intern) to join our team. You will experiment with new
algorithms and model architectures, train and deploy machine learning models to production, and collaborate with data
engineers on data pipelines. This role is based in Seattle, WA and offers opportunities to work on real-world systems at
scale.","Python, Feature Engineering, PyTorch, TensorFlow"
2c467d8c-c9d1-4778-8cba-27391c614f87,Platform Engineer,DevOps,Internship,Intern,0 years,FAANG-scale tech company,"Boston, MA","We are a FAANG-scale tech company seeking a Platform Engineer (Intern) to join our team. You will respond to incidents
and perform root-cause analysis, build and maintain CI/CD pipelines, and manage cloud infrastructure and deployments.
This role is based in Boston, MA and offers opportunities to work on real-world systems at scale.","Monitoring, AWS, Terraform, Docker"
efe5bbc1-2982-4eb6-a0d3-d6fbc2f78b22,Web Engineer,Frontend,Internship,Intern,0 years,fintech company,"Seattle, WA","We are a fintech company seeking a Web Engineer (Intern) to join our team. You will collaborate closely with designers
and product managers, translate design mockups into production-ready code, and build responsive and accessible user
interfaces. This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","Web Performance, CSS, React, JavaScript"
f4e838cb-fd8d-47a6-a13d-c8536e805a4f,Embedded Software Engineer,Embedded,Full-time,New Grad,1-3 years,enterprise SaaS company,"Boston, MA","We are a enterprise SaaS company seeking a Embedded Software Engineer (New Grad) to join our team. You will develop
firmware for embedded devices, interface directly with hardware components, and debug low-level issues using logic
analyzers and debuggers. This role is based in Boston, MA and offers opportunities to work on real-world systems at
scale.","SPI, C, I2C, Microcontrollers"
ecf4f964-2583-46ce-9a93-a3af97cb112f,Frontend Engineer,Frontend,Internship,Intern,0 years,enterprise SaaS company,"Austin, TX","We are a enterprise SaaS company seeking a Frontend Engineer (Intern) to join our team. You will build responsive and
accessible user interfaces, collaborate closely with designers and product managers, and translate design mockups into
production-ready code. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","Accessibility, Next.js, JavaScript, HTML, TypeScript, React, Web Performance"
9e0e0ef1-9445-4a93-bdd2-fe7adaebf20f,Machine Learning Engineer,ML,Full-time,New Grad,0-1 years,enterprise SaaS company,"Austin, TX","We are a enterprise SaaS company seeking a Machine Learning Engineer (New Grad) to join our team. You will experiment
with new algorithms and model architectures, collaborate with data engineers on data pipelines, and evaluate model
performance and iterate rapidly. This role is based in Austin, TX and offers opportunities to work on real-world systems
at scale.","Model Evaluation, Feature Engineering, ML Algorithms, TensorFlow, PyTorch, Python"
8aa080e3-0f50-4534-83b0-3a72b9098ced,UI Engineer,Frontend,Full-time,Mid-Level,0-1 years,FAANG-scale tech company,Hybrid,"We are a FAANG-scale tech company seeking a UI Engineer (Mid-Level) to join our team. You will collaborate closely with
designers and product managers, optimize frontend performance and bundle sizes, and build responsive and accessible user
interfaces. This role is based in Hybrid and offers opportunities to work on real-world systems at scale.","JavaScript, TypeScript, Accessibility, Web Performance, HTML, React, Next.js"
c6bbe3c4-1927-4222-91a9-0bf1dffb8985,Web Engineer,Frontend,Full-time,Junior,1-3 years,fast-growing startup,"Seattle, WA","We are a fast-growing startup seeking a Web Engineer (Junior) to join our team. You will optimize frontend performance
and bundle sizes, collaborate closely with designers and product managers, and translate design mockups into production-
ready code. This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","JavaScript, TypeScript, HTML, React, Accessibility"
c750fccd-2f12-45a5-aa9d-2d152c4be3d4,UI Engineer,Frontend,Full-time,Mid-Level,3-5 years,fast-growing startup,"Austin, TX","We are a fast-growing startup seeking a UI Engineer (Mid-Level) to join our team. You will collaborate closely with
designers and product managers, optimize frontend performance and bundle sizes, and translate design mockups into
production-ready code. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","HTML, JavaScript, Web Performance, CSS, TypeScript, React"
e5b49156-52f7-43c4-8c0e-4dca5bf939a1,API Engineer,Backend,Internship,Intern,0 years,cloud infrastructure company,"Seattle, WA","We are a cloud infrastructure company seeking a API Engineer (Intern) to join our team. You will collaborate with
frontend and infrastructure teams, design and build scalable backend services, and optimize database queries and system
performance. This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","NoSQL, Kafka, Java, Go, REST, Redis"
3d7bd945-4fb6-4789-8911-013c5067ceb0,Full Stack Engineer,Full Stack,Internship,Intern,0 years,FAANG-scale tech company,"Seattle, WA","We are a FAANG-scale tech company seeking a Full Stack Engineer (Intern) to join our team. You will design APIs and
integrate frontend with backend services, deploy and monitor production systems, and own features end-to-end from UI to
database. This role is based in Seattle, WA and offers opportunities to work on real-world systems at scale.","Flask, SQL, APIs, Node.js, Authentication, React, Django"
d4bf9adc-f58e-4c54-b621-8419700a8627,Business Intelligence Engineer,Data,Full-time,Mid-Level,3-5 years,cloud infrastructure company,"San Francisco, CA","We are a cloud infrastructure company seeking a Business Intelligence Engineer (Mid-Level) to join our team. You will
build dashboards and reports for stakeholders, define metrics and KPIs to guide business decisions, and analyze large
datasets to extract actionable insights. This role is based in San Francisco, CA and offers opportunities to work on
real-world systems at scale.","Statistics, Tableau, SQL, Power BI"
bee988be-64bd-401d-aa52-8403c1f541fb,Data Analyst,Data,Internship,Intern,0 years,enterprise SaaS company,Remote,"We are a enterprise SaaS company seeking a Data Analyst (Intern) to join our team. You will build dashboards and reports
for stakeholders, work with engineering teams to improve data quality, and analyze large datasets to extract actionable
insights. This role is based in Remote and offers opportunities to work on real-world systems at scale.","Python, SQL, Tableau, Power BI"
406d4c85-5516-40e1-9edc-a64e08700379,AI Engineer,ML,Internship,Intern,0 years,fintech company,"Austin, TX","We are a fintech company seeking a AI Engineer (Intern) to join our team. You will collaborate with data engineers on
data pipelines, train and deploy machine learning models to production, and experiment with new algorithms and model
architectures. This role is based in Austin, TX and offers opportunities to work on real-world systems at scale.","Model Evaluation, TensorFlow, Feature Engineering, PyTorch, ML Algorithms, Python"
5ec56342-8a08-45bf-a4da-d70e4048383e,Site Reliability Engineer,DevOps,Full-time,Junior,1-3 years,fintech company,Remote,"We are a fintech company seeking a Site Reliability Engineer (Junior) to join our team. You will manage cloud
infrastructure and deployments, build and maintain CI/CD pipelines, and respond to incidents and perform root-cause
analysis. This role is based in Remote and offers opportunities to work on real-world systems at scale.","Kubernetes, Monitoring, Docker, AWS, CI/CD, Terraform"
68c8efaf-625d-42a2-aeb1-966c048865e8,UI Engineer,Frontend,Full-time,Junior,3-5 years,AI-first startup,"Boston, MA","We are a AI-first startup seeking a UI Engineer (Junior) to join our team. You will optimize frontend performance and
bundle sizes, build responsive and accessible user interfaces, and collaborate closely with designers and product
managers. This role is based in Boston, MA and offers opportunities to work on real-world systems at scale.","HTML, Accessibility, Next.js, CSS, Web Performance, JavaScript"
ee9303dc-ffdf-49ae-b170-e6330fda6d8f,Firmware Engineer,Embedded,Full-time,Mid-Level,3-5 years,FAANG-scale tech company,"Seattle, WA","We are a FAANG-scale tech company seeking a Firmware Engineer (Mid-Level) to join our team. You will optimize code for
memory and performance constraints, develop firmware for embedded devices, and debug low-level issues using logic
analyzers and debuggers. This role is based in Seattle, WA and offers opportunities to work on real-world systems at
scale.","UART, C, I2C, SPI"
efe16ef5-c9d5-4949-afe2-7a82e5b5f90f,Backend Software Engineer,Backend,Full-time,New Grad,3-5 years,fintech company,"New York, NY","We are a fintech company seeking a Backend Software Engineer (New Grad) to join our team. You will collaborate with
frontend and infrastructure teams, design and build scalable backend services, and optimize database queries and system
performance. This role is based in New York, NY and offers opportunities to work on real-world systems at scale.","Redis, Kafka, Python, NoSQL"
